PeakID (cmd=annotatePeaks.pl consensus_peaks.mLb.clN.bed Bomo_genome_assembly_chr.fa -gid -gtf Bomo_gene_models_chr.gtf -cpu 6)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
Interval_26055	chr24	12654774	12655182	+	0		promoter-TSS (KWMTBOMO14683)	-promoter-TSS (KWMTBOMO14683)	-392	KWMTBOMO14683	KWMTBOMO14683	KWMTBOMO14683.mrna1						
Interval_821	chr10	5070776	5071473	+	0		Intergenic	Intergenic	-11493	KWMTBOMO05559	KWMTBOMO05559	KWMTBOMO05559.mrna1						
Interval_33969	chr4	7980961	7982371	+	0		promoter-TSS (KWMTBOMO01909)	-promoter-TSS (KWMTBOMO01909)	-173	KWMTBOMO01909	KWMTBOMO01909	KWMTBOMO01909.mrna1						
Interval_13076	chr17	5211406	5212087	+	0		intron (KWMTBOMO10227, intron 4 of 6)	-intron (KWMTBOMO10227, intron 4 of 6)	3831	KWMTBOMO10227	KWMTBOMO10227	KWMTBOMO10227.mrna1						
Interval_13635	chr17	10640026	10640577	+	0		promoter-TSS (KWMTBOMO10417)	-promoter-TSS (KWMTBOMO10417)	17	KWMTBOMO10418	KWMTBOMO10418	KWMTBOMO10418.mrna1						
Interval_1445	chr10	9918427	9918803	+	0		Intergenic	Intergenic	31279	KWMTBOMO05784	KWMTBOMO05784	KWMTBOMO05784.mrna1						
Interval_12703	chr17	1144918	1146316	+	0		promoter-TSS (KWMTBOMO10053)	-promoter-TSS (KWMTBOMO10053)	-534	KWMTBOMO10054	KWMTBOMO10054	KWMTBOMO10054.mrna1						
Interval_14698	chr18	5364202	5364955	+	0		Intergenic	Intergenic	-4651	KWMTBOMO10848	KWMTBOMO10848	KWMTBOMO10848.mrna1						
Interval_41611	chr8	12514128	12515385	+	0		intron (KWMTBOMO04687, intron 4 of 5)	-intron (KWMTBOMO04687, intron 4 of 5)	22132	KWMTBOMO04687	KWMTBOMO04687	KWMTBOMO04687.mrna1						
Interval_21575	chr22	2305658	2307166	+	0		promoter-TSS (KWMTBOMO12858)	-promoter-TSS (KWMTBOMO12858)	-400	KWMTBOMO12858	KWMTBOMO12858	KWMTBOMO12858.mrna1						
Interval_42014	chr8	16113030	16113909	+	0		Intergenic	Intergenic	39837	KWMTBOMO04832	KWMTBOMO04832	KWMTBOMO04832.mrna1						
Interval_41193	chr8	9397107	9398606	+	0		intron (KWMTBOMO04538, intron 1 of 7)	-intron (KWMTBOMO04538, intron 1 of 7)	260	KWMTBOMO04538	KWMTBOMO04538	KWMTBOMO04538.mrna1						
Interval_42925	chr9	7092514	7094108	+	0		promoter-TSS (KWMTBOMO05076)	-promoter-TSS (KWMTBOMO05076)	-407	KWMTBOMO05077	KWMTBOMO05077	KWMTBOMO05077.mrna1						
Interval_9252	chr15	1553846	1554273	+	0		promoter-TSS (KWMTBOMO08647)	-promoter-TSS (KWMTBOMO08647)	-194	KWMTBOMO08647	KWMTBOMO08647	KWMTBOMO08647.mrna1						
Interval_10378	chr15	11640462	11640956	+	0		Intergenic	Intergenic	-5779	KWMTBOMO09119	KWMTBOMO09119	KWMTBOMO09119.mrna1						
Interval_10389	chr15	11674647	11675805	+	0		Intergenic	Intergenic	-7325	KWMTBOMO09121	KWMTBOMO09121	KWMTBOMO09121.mrna1						
Interval_43196	chr9	9518819	9519386	+	0		Intergenic	Intergenic	-17518	KWMTBOMO05167	KWMTBOMO05167	KWMTBOMO05167.mrna1						
Interval_31728	chr3	4135023	4135635	+	0		promoter-TSS (KWMTBOMO01190)	-promoter-TSS (KWMTBOMO01190)	-30	KWMTBOMO01190	KWMTBOMO01190	KWMTBOMO01190.mrna1						
Interval_2667	chr11	4314024	4314510	+	0		intron (KWMTBOMO06300, intron 2 of 13)	-intron (KWMTBOMO06300, intron 2 of 13)	12744	KWMTBOMO06300	KWMTBOMO06300	KWMTBOMO06300.mrna1						
Interval_20286	chr21	4569769	4570355	+	0		promoter-TSS (KWMTBOMO12470)	-promoter-TSS (KWMTBOMO12470)	60	KWMTBOMO12470	KWMTBOMO12470	KWMTBOMO12470.mrna1						
Interval_41295	chr8	10347390	10347807	+	0		exon (KWMTBOMO04579, exon 1 of 11)	-exon (KWMTBOMO04579, exon 1 of 11)	118	KWMTBOMO04579	KWMTBOMO04579	KWMTBOMO04579.mrna1						
Interval_32236	chr3	8280534	8281144	+	0		intron (KWMTBOMO01341, intron 1 of 14)	-intron (KWMTBOMO01341, intron 1 of 14)	595	KWMTBOMO01341	KWMTBOMO01341	KWMTBOMO01341.mrna1						
Interval_13054	chr17	5005311	5005966	+	0		promoter-TSS (KWMTBOMO10208)	-promoter-TSS (KWMTBOMO10208)	0	KWMTBOMO10208	KWMTBOMO10208	KWMTBOMO10208.mrna1						
Interval_31798	chr3	4543558	4544213	+	0		Intergenic	Intergenic	-14080	KWMTBOMO01204	KWMTBOMO01204	KWMTBOMO01204.mrna1						
Interval_37300	chr6	818775	820503	+	0		promoter-TSS (KWMTBOMO03175)	-promoter-TSS (KWMTBOMO03175)	-497	KWMTBOMO03175	KWMTBOMO03175	KWMTBOMO03175.mrna1						
Interval_23925	chr23	8290093	8291378	+	0		Intergenic	Intergenic	-9820	KWMTBOMO13749	KWMTBOMO13749	KWMTBOMO13749.mrna1						
Interval_8840	chr14	11591225	11592168	+	0		Intergenic	Intergenic	27344	KWMTBOMO08519	KWMTBOMO08519	KWMTBOMO08519.mrna1						
Interval_31480	chr3	1962997	1963626	+	0		intron (KWMTBOMO01095, intron 5 of 11)	-intron (KWMTBOMO01095, intron 5 of 11)	31973	KWMTBOMO01095	KWMTBOMO01095	KWMTBOMO01095.mrna1						
Interval_19214	chr20	6782988	6783520	+	0		intron (KWMTBOMO12073, intron 3 of 7)	-intron (KWMTBOMO12073, intron 3 of 7)	7002	KWMTBOMO12073	KWMTBOMO12073	KWMTBOMO12073.mrna1						
Interval_28139	chr26	3542177	3542929	+	0		Intergenic	Intergenic	-58529	KWMTBOMO15590	KWMTBOMO15590	KWMTBOMO15590.mrna1						
Interval_13676	chr17	10996495	10997143	+	0		exon (KWMTBOMO10439, exon 1 of 11)	-exon (KWMTBOMO10439, exon 1 of 11)	159	KWMTBOMO10439	KWMTBOMO10439	KWMTBOMO10439.mrna1						
Interval_9270	chr15	1680340	1681531	+	0		promoter-TSS (KWMTBOMO08656)	-promoter-TSS (KWMTBOMO08656)	-453	KWMTBOMO08656	KWMTBOMO08656	KWMTBOMO08656.mrna1						
Interval_17069	chr19	10454073	10455049	+	0		exon (KWMTBOMO11645, exon 1 of 1)	-exon (KWMTBOMO11645, exon 1 of 1)	101	KWMTBOMO11645	KWMTBOMO11645	KWMTBOMO11645.mrna1						
Interval_4257	chr12	1515546	1516387	+	0		promoter-TSS (KWMTBOMO06999)	-promoter-TSS (KWMTBOMO06999)	-327	KWMTBOMO06999	KWMTBOMO06999	KWMTBOMO06999.mrna1						
Interval_19859	chr21	878743	879366	+	0		intron (KWMTBOMO12350, intron 20 of 21)	-intron (KWMTBOMO12350, intron 20 of 21)	18917	KWMTBOMO12350	KWMTBOMO12350	KWMTBOMO12350.mrna1						
Interval_20254	chr21	4432931	4434059	+	0		intron (KWMTBOMO12462, intron 2 of 3)	-intron (KWMTBOMO12462, intron 2 of 3)	12002	KWMTBOMO12461	KWMTBOMO12461	KWMTBOMO12461.mrna1						
Interval_22158	chr22	7920005	7920442	+	0		promoter-TSS (KWMTBOMO13069)	-promoter-TSS (KWMTBOMO13069)	29	KWMTBOMO13069	KWMTBOMO13069	KWMTBOMO13069.mrna1						
Interval_31833	chr3	5244590	5245109	+	0		promoter-TSS (KWMTBOMO01220)	-promoter-TSS (KWMTBOMO01220)	-22	KWMTBOMO01220	KWMTBOMO01220	KWMTBOMO01220.mrna1						
Interval_15460	chr18	11513547	11514143	+	0		promoter-TSS (KWMTBOMO11061)	-promoter-TSS (KWMTBOMO11061)	-181	KWMTBOMO11061	KWMTBOMO11061	KWMTBOMO11061.mrna1						
Interval_29537	chr27	5677679	5678808	+	0		intron (KWMTBOMO15998, intron 1 of 9)	-intron (KWMTBOMO15998, intron 1 of 9)	15786	KWMTBOMO15998	KWMTBOMO15998	KWMTBOMO15998.mrna1						
Interval_26424	chr24	16738447	16739355	+	0		promoter-TSS (KWMTBOMO14868)	-promoter-TSS (KWMTBOMO14868)	-206	KWMTBOMO14868	KWMTBOMO14868	KWMTBOMO14868.mrna1						
Interval_3641	chr11	15425937	15426938	+	0		promoter-TSS (KWMTBOMO06802)	-promoter-TSS (KWMTBOMO06802)	-88	KWMTBOMO06803	KWMTBOMO06803	KWMTBOMO06803.mrna1						
Interval_9434	chr15	3567867	3568680	+	0		promoter-TSS (KWMTBOMO08726)	-promoter-TSS (KWMTBOMO08726)	-809	KWMTBOMO08726	KWMTBOMO08726	KWMTBOMO08726.mrna1						
Interval_31973	chr3	6229146	6229580	+	0		Intergenic	Intergenic	8131	KWMTBOMO01248	KWMTBOMO01248	KWMTBOMO01248.mrna1						
Interval_19423	chr20	8970880	8972590	+	0		Intergenic	Intergenic	-28396	KWMTBOMO12184	KWMTBOMO12184	KWMTBOMO12184.mrna1						
Interval_6402	chr13	6184905	6185680	+	0		intron (KWMTBOMO07750, intron 16 of 17)	-intron (KWMTBOMO07750, intron 16 of 17)	12356	KWMTBOMO07750	KWMTBOMO07750	KWMTBOMO07750.mrna1						
Interval_25717	chr24	7001016	7002593	+	0		promoter-TSS (KWMTBOMO14461)	-promoter-TSS (KWMTBOMO14461)	-611	KWMTBOMO14461	KWMTBOMO14461	KWMTBOMO14461.mrna1						
Interval_25991	chr24	11702871	11703705	+	0		promoter-TSS (KWMTBOMO14634)	-promoter-TSS (KWMTBOMO14634)	-110	KWMTBOMO14634	KWMTBOMO14634	KWMTBOMO14634.mrna1						
Interval_17489	chr19	14635939	14636274	+	0		Intergenic	Intergenic	24002	KWMTBOMO11785	KWMTBOMO11785	KWMTBOMO11785.mrna1						
Interval_333	chr10	82897	83455	+	0		Intergenic	Intergenic	5069	KWMTBOMO05395	KWMTBOMO05395	KWMTBOMO05395.mrna1						
Interval_30724	chr28	5020811	5022034	+	0		promoter-TSS (KWMTBOMO16305)	-promoter-TSS (KWMTBOMO16305)	-319	KWMTBOMO16305	KWMTBOMO16305	KWMTBOMO16305.mrna1						
Interval_2994	chr11	9003346	9004156	+	0		Intergenic	Intergenic	-19634	KWMTBOMO06495	KWMTBOMO06495	KWMTBOMO06495.mrna1						
Interval_39433	chr7	7033434	7034312	+	0		promoter-TSS (KWMTBOMO03961)	-promoter-TSS (KWMTBOMO03961)	-101	KWMTBOMO03961	KWMTBOMO03961	KWMTBOMO03961.mrna1						
Interval_15406	chr18	11139217	11139987	+	0		Intergenic	Intergenic	-57474	KWMTBOMO11052	KWMTBOMO11052	KWMTBOMO11052.mrna1						
Interval_40027	chr7	12702563	12703577	+	0		promoter-TSS (KWMTBOMO04165)	-promoter-TSS (KWMTBOMO04165)	-498	KWMTBOMO04165	KWMTBOMO04165	KWMTBOMO04165.mrna1						
Interval_22636	chr22	13077192	13078212	+	0		promoter-TSS (KWMTBOMO13298)	-promoter-TSS (KWMTBOMO13298)	28	KWMTBOMO13298	KWMTBOMO13298	KWMTBOMO13298.mrna1						
Interval_10499	chr15	12637340	12637819	+	0		exon (KWMTBOMO09174, exon 1 of 12)	-exon (KWMTBOMO09174, exon 1 of 12)	136	KWMTBOMO09174	KWMTBOMO09174	KWMTBOMO09174.mrna1						
Interval_13338	chr17	7833219	7833948	+	0		Intergenic	Intergenic	-1061	KWMTBOMO10335	KWMTBOMO10335	KWMTBOMO10335.mrna1						
Interval_19964	chr21	1800625	1801039	+	0		promoter-TSS (KWMTBOMO12384)	-promoter-TSS (KWMTBOMO12384)	74	KWMTBOMO12384	KWMTBOMO12384	KWMTBOMO12384.mrna1						
Interval_15095	chr18	8302295	8303027	+	0		promoter-TSS (KWMTBOMO10966)	-promoter-TSS (KWMTBOMO10966)	215	KWMTBOMO10965	KWMTBOMO10965	KWMTBOMO10965.mrna1						
Interval_32420	chr3	10053674	10054325	+	0		Intergenic	Intergenic	31281	KWMTBOMO01409	KWMTBOMO01409	KWMTBOMO01409.mrna1						
Interval_3546	chr11	14360979	14362030	+	0		promoter-TSS (KWMTBOMO06757)	-promoter-TSS (KWMTBOMO06757)	-218	KWMTBOMO06757	KWMTBOMO06757	KWMTBOMO06757.mrna1						
Interval_31863	chr3	5665030	5666667	+	0		Intergenic	Intergenic	-7830	KWMTBOMO01230	KWMTBOMO01230	KWMTBOMO01230.mrna1						
Interval_3298	chr11	11665411	11665905	+	0		promoter-TSS (KWMTBOMO06612)	-promoter-TSS (KWMTBOMO06612)	-166	KWMTBOMO06612	KWMTBOMO06612	KWMTBOMO06612.mrna1						
Interval_28662	chr26	9462404	9463194	+	0		promoter-TSS (KWMTBOMO15759)	-promoter-TSS (KWMTBOMO15759)	-169	KWMTBOMO15760	KWMTBOMO15760	KWMTBOMO15760.mrna1						
Interval_41387	chr8	11129652	11131084	+	0		Intergenic	Intergenic	32862	KWMTBOMO04628	KWMTBOMO04628	KWMTBOMO04628.mrna1						
Interval_21770	chr22	3678179	3679082	+	0		promoter-TSS (KWMTBOMO12895)	-promoter-TSS (KWMTBOMO12895)	-211	KWMTBOMO12895	KWMTBOMO12895	KWMTBOMO12895.mrna1						
Interval_13623	chr17	10503772	10504584	+	0		promoter-TSS (KWMTBOMO10413)	-promoter-TSS (KWMTBOMO10413)	-215	KWMTBOMO10413	KWMTBOMO10413	KWMTBOMO10413.mrna1						
Interval_12061	chr16	9255073	9255669	+	0		exon (KWMTBOMO09786, exon 1 of 4)	-exon (KWMTBOMO09786, exon 1 of 4)	206	KWMTBOMO09786	KWMTBOMO09786	KWMTBOMO09786.mrna1						
Interval_27897	chr26	913582	914526	+	0		exon (KWMTBOMO15505, exon 1 of 2)	-exon (KWMTBOMO15505, exon 1 of 2)	121	KWMTBOMO15505	KWMTBOMO15505	KWMTBOMO15505.mrna1						
Interval_38415	chr6	13898908	13899324	+	0		Intergenic	Intergenic	-12299	KWMTBOMO03630	KWMTBOMO03630	KWMTBOMO03630.mrna1						
Interval_20333	chr21	4830826	4832321	+	0		Intergenic	Intergenic	10680	KWMTBOMO12485	KWMTBOMO12485	KWMTBOMO12485.mrna1						
Interval_12248	chr16	11124515	11125448	+	0		TTS (KWMTBOMO09877)	-TTS (KWMTBOMO09877)	4337	KWMTBOMO09876	KWMTBOMO09876	KWMTBOMO09876.mrna1						
Interval_30853	chr28	7308977	7309415	+	0		intron (KWMTBOMO16364, intron 1 of 19)	-intron (KWMTBOMO16364, intron 1 of 19)	216	KWMTBOMO16364	KWMTBOMO16364	KWMTBOMO16364.mrna1						
Interval_373	chr10	468951	470213	+	0		Intergenic	Intergenic	-55144	KWMTBOMO05399	KWMTBOMO05399	KWMTBOMO05399.mrna1						
Interval_4266	chr12	1675044	1676306	+	0		Intergenic	Intergenic	-39312	KWMTBOMO07009	KWMTBOMO07009	KWMTBOMO07009.mrna1						
Interval_2858	chr11	7115106	7116042	+	0		promoter-TSS (KWMTBOMO06439)	-promoter-TSS (KWMTBOMO06439)	-54	KWMTBOMO06439	KWMTBOMO06439	KWMTBOMO06439.mrna1						
Interval_6063	chr13	3038983	3040047	+	0		Intergenic	Intergenic	-33520	KWMTBOMO07645	KWMTBOMO07645	KWMTBOMO07645.mrna1						
Interval_35206	chr5	1465131	1466097	+	0		Intergenic	Intergenic	8136	KWMTBOMO02408	KWMTBOMO02408	KWMTBOMO02408.mrna1						
Interval_35577	chr5	4271958	4272367	+	0		Intergenic	Intergenic	36891	KWMTBOMO02513	KWMTBOMO02513	KWMTBOMO02513.mrna1						
Interval_23154	chr23	242284	242874	+	0		intron (KWMTBOMO13498, intron 7 of 7)	-intron (KWMTBOMO13498, intron 7 of 7)	9041	KWMTBOMO13498	KWMTBOMO13498	KWMTBOMO13498.mrna1						
Interval_19752	chr20	12069711	12070434	+	0		Intergenic	Intergenic	-23778	KWMTBOMO12321	KWMTBOMO12321	KWMTBOMO12321.mrna1						
Interval_54	chr1	4985867	4986497	+	0		promoter-TSS (KWMTBOMO00157)	-promoter-TSS (KWMTBOMO00157)	-876	KWMTBOMO00157	KWMTBOMO00157	KWMTBOMO00157.mrna1						
Interval_41226	chr8	9573783	9574493	+	0		Intergenic	Intergenic	6378	KWMTBOMO04549	KWMTBOMO04549	KWMTBOMO04549.mrna1						
Interval_13568	chr17	10099049	10099673	+	0		intron (KWMTBOMO10397, intron 1 of 8)	-intron (KWMTBOMO10397, intron 1 of 8)	5347	KWMTBOMO10397	KWMTBOMO10397	KWMTBOMO10397.mrna1						
Interval_5565	chr12	15238596	15239148	+	0		promoter-TSS (KWMTBOMO07507)	-promoter-TSS (KWMTBOMO07507)	-206	KWMTBOMO07507	KWMTBOMO07507	KWMTBOMO07507.mrna1						
Interval_29935	chr27	8614090	8615814	+	0		Intergenic	Intergenic	11521	KWMTBOMO16083	KWMTBOMO16083	KWMTBOMO16083.mrna1						
Interval_40859	chr8	6278743	6279977	+	0		promoter-TSS (KWMTBOMO04405)	-promoter-TSS (KWMTBOMO04405)	-167	KWMTBOMO04405	KWMTBOMO04405	KWMTBOMO04405.mrna1						
Interval_31578	chr3	2895095	2895582	+	0		intron (KWMTBOMO01131, intron 2 of 4)	-intron (KWMTBOMO01131, intron 2 of 4)	2448	KWMTBOMO01131	KWMTBOMO01131	KWMTBOMO01131.mrna1						
Interval_35179	chr5	1063239	1064080	+	0		promoter-TSS (KWMTBOMO02394)	-promoter-TSS (KWMTBOMO02394)	-168	KWMTBOMO02394	KWMTBOMO02394	KWMTBOMO02394.mrna1						
Interval_4530	chr12	4707324	4708352	+	0		intron (KWMTBOMO07107, intron 1 of 7)	-intron (KWMTBOMO07107, intron 1 of 7)	28373	KWMTBOMO07107	KWMTBOMO07107	KWMTBOMO07107.mrna1						
Interval_7776	chr14	2867811	2869237	+	0		Intergenic	Intergenic	4764	KWMTBOMO08257	KWMTBOMO08257	KWMTBOMO08257.mrna1						
Interval_22451	chr22	10791325	10793360	+	0		intron (KWMTBOMO13223, intron 1 of 9)	-intron (KWMTBOMO13223, intron 1 of 9)	315	KWMTBOMO13223	KWMTBOMO13223	KWMTBOMO13223.mrna1						
Interval_5388	chr12	13494399	13495590	+	0		intron (KWMTBOMO07444, intron 3 of 10)	-intron (KWMTBOMO07444, intron 3 of 10)	14891	KWMTBOMO07444	KWMTBOMO07444	KWMTBOMO07444.mrna1						
Interval_16392	chr19	4412804	4413721	+	0		Intergenic	Intergenic	-4615	KWMTBOMO11371	KWMTBOMO11371	KWMTBOMO11371.mrna1						
Interval_18863	chr20	3550308	3551521	+	0		Intergenic	Intergenic	6278	KWMTBOMO11917	KWMTBOMO11917	KWMTBOMO11917.mrna1						
Interval_22082	chr22	7009406	7010765	+	0		intron (KWMTBOMO13040, intron 2 of 3)	-intron (KWMTBOMO13040, intron 2 of 3)	-11204	KWMTBOMO13039	KWMTBOMO13039	KWMTBOMO13039.mrna1						
Interval_6520	chr13	7180895	7182038	+	0		promoter-TSS (KWMTBOMO07804)	-promoter-TSS (KWMTBOMO07804)	-234	KWMTBOMO07804	KWMTBOMO07804	KWMTBOMO07804.mrna1						
Interval_25259	chr24	818803	819361	+	0		promoter-TSS (KWMTBOMO14285)	-promoter-TSS (KWMTBOMO14285)	-87	KWMTBOMO14285	KWMTBOMO14285	KWMTBOMO14285.mrna1						
Interval_13881	chr17	12837574	12838574	+	0		Intergenic	Intergenic	16100	KWMTBOMO10496	KWMTBOMO10496	KWMTBOMO10496.mrna1						
Interval_3472	chr11	13337135	13337770	+	0		Intergenic	Intergenic	47999	KWMTBOMO06738	KWMTBOMO06738	KWMTBOMO06738.mrna1						
Interval_2962	chr11	8685042	8686045	+	0		Intergenic	Intergenic	-7933	KWMTBOMO06485	KWMTBOMO06485	KWMTBOMO06485.mrna1						
Interval_40579	chr8	3640214	3641639	+	0		promoter-TSS (KWMTBOMO04337)	-promoter-TSS (KWMTBOMO04337)	-477	KWMTBOMO04337	KWMTBOMO04337	KWMTBOMO04337.mrna1						
Interval_21588	chr22	2376706	2378987	+	0		Intergenic	Intergenic	6714	KWMTBOMO12864	KWMTBOMO12864	KWMTBOMO12864.mrna1						
Interval_39840	chr7	10676658	10677765	+	0		Intergenic	Intergenic	-6076	KWMTBOMO04072	KWMTBOMO04072	KWMTBOMO04072.mrna1						
Interval_12445	chr16	12862440	12863959	+	0		Intergenic	Intergenic	8593	KWMTBOMO09961	KWMTBOMO09961	KWMTBOMO09961.mrna1						
Interval_27033	chr25	5581173	5581708	+	0		promoter-TSS (KWMTBOMO15130)	-promoter-TSS (KWMTBOMO15130)	-115	KWMTBOMO15130	KWMTBOMO15130	KWMTBOMO15130.mrna1						
Interval_30473	chr28	1837120	1837818	+	0		intron (KWMTBOMO16208, intron 1 of 6)	-intron (KWMTBOMO16208, intron 1 of 6)	274	KWMTBOMO16208	KWMTBOMO16208	KWMTBOMO16208.mrna1						
Interval_10565	chr15	13343370	13344340	+	0		exon (KWMTBOMO09213, exon 1 of 10)	-exon (KWMTBOMO09213, exon 1 of 10)	107	KWMTBOMO09213	KWMTBOMO09213	KWMTBOMO09213.mrna1						
Interval_41458	chr8	11521850	11523815	+	0		intron (KWMTBOMO04654, intron 3 of 10)	-intron (KWMTBOMO04654, intron 3 of 10)	31718	KWMTBOMO04654	KWMTBOMO04654	KWMTBOMO04654.mrna1						
Interval_1820	chr10	13562931	13563542	+	0		intron (KWMTBOMO05892, intron 4 of 8)	-intron (KWMTBOMO05892, intron 4 of 8)	3029	KWMTBOMO05892	KWMTBOMO05892	KWMTBOMO05892.mrna1						
Interval_41685	chr8	13197494	13198255	+	0		promoter-TSS (KWMTBOMO04721)	-promoter-TSS (KWMTBOMO04721)	-155	KWMTBOMO04721	KWMTBOMO04721	KWMTBOMO04721.mrna1						
Interval_14302	chr17	16746462	16747353	+	0		Intergenic	Intergenic	17281	KWMTBOMO10640	KWMTBOMO10640	KWMTBOMO10640.mrna1						
Interval_17846	chr2	3081192	3082443	+	0		promoter-TSS (KWMTBOMO00794)	-promoter-TSS (KWMTBOMO00794)	-373	KWMTBOMO00794	KWMTBOMO00794	KWMTBOMO00794.mrna1						
Interval_22644	chr22	13126923	13127858	+	0		promoter-TSS (KWMTBOMO13303)	-promoter-TSS (KWMTBOMO13303)	79	KWMTBOMO13303	KWMTBOMO13303	KWMTBOMO13303.mrna1						
Interval_25842	chr24	8645591	8647284	+	0		Intergenic	Intergenic	15761	KWMTBOMO14506	KWMTBOMO14506	KWMTBOMO14506.mrna1						
Interval_22621	chr22	12947269	12947750	+	0		intron (KWMTBOMO13291, intron 6 of 10)	-intron (KWMTBOMO13291, intron 6 of 10)	-5159	KWMTBOMO13290	KWMTBOMO13290	KWMTBOMO13290.mrna1						
Interval_12094	chr16	9487791	9489251	+	0		promoter-TSS (KWMTBOMO09796)	-promoter-TSS (KWMTBOMO09796)	-534	KWMTBOMO09796	KWMTBOMO09796	KWMTBOMO09796.mrna1						
Interval_36323	chr5	10617760	10618391	+	0		intron (KWMTBOMO02774, intron 1 of 10)	-intron (KWMTBOMO02774, intron 1 of 10)	365	KWMTBOMO02774	KWMTBOMO02774	KWMTBOMO02774.mrna1						
Interval_34889	chr4	16783794	16784642	+	0		intron (KWMTBOMO02290, intron 1 of 4)	-intron (KWMTBOMO02290, intron 1 of 4)	11392	KWMTBOMO02290	KWMTBOMO02290	KWMTBOMO02290.mrna1						
Interval_43880	chr9	15705299	15705790	+	0		promoter-TSS (KWMTBOMO05370)	-promoter-TSS (KWMTBOMO05370)	100	KWMTBOMO05370	KWMTBOMO05370	KWMTBOMO05370.mrna1						
Interval_25156	chr23	21332600	21333230	+	0		promoter-TSS (KWMTBOMO14245)	-promoter-TSS (KWMTBOMO14245)	-513	KWMTBOMO14245	KWMTBOMO14245	KWMTBOMO14245.mrna1						
Interval_8411	chr14	7900624	7901301	+	0		intron (KWMTBOMO08402, intron 1 of 7)	-intron (KWMTBOMO08402, intron 1 of 7)	6531	KWMTBOMO08402	KWMTBOMO08402	KWMTBOMO08402.mrna1						
Interval_14819	chr18	6252551	6253353	+	0		promoter-TSS (KWMTBOMO10898)	-promoter-TSS (KWMTBOMO10898)	-289	KWMTBOMO10898	KWMTBOMO10898	KWMTBOMO10898.mrna1						
Interval_11272	chr16	1710677	1711677	+	0		Intergenic	Intergenic	-2495	KWMTBOMO09467	KWMTBOMO09467	KWMTBOMO09467.mrna1						
Interval_3956	chr11	18877720	18878225	+	0		promoter-TSS (KWMTBOMO06892)	-promoter-TSS (KWMTBOMO06892)	-9	KWMTBOMO06892	KWMTBOMO06892	KWMTBOMO06892.mrna1						
Interval_35633	chr5	4758388	4760320	+	0		Intergenic	Intergenic	32532	KWMTBOMO02522	KWMTBOMO02522	KWMTBOMO02522.mrna1						
Interval_4952	chr12	8681813	8682411	+	0		Intergenic	Intergenic	-3257	KWMTBOMO07231	KWMTBOMO07231	KWMTBOMO07231.mrna1						
Interval_35371	chr5	2909478	2910527	+	0		promoter-TSS (KWMTBOMO02472)	-promoter-TSS (KWMTBOMO02472)	-150	KWMTBOMO02472	KWMTBOMO02472	KWMTBOMO02472.mrna1						
Interval_35579	chr5	4275269	4277893	+	0		Intergenic	Intergenic	41310	KWMTBOMO02513	KWMTBOMO02513	KWMTBOMO02513.mrna1						
Interval_6189	chr13	4522235	4522897	+	0		Intergenic	Intergenic	-4426	KWMTBOMO07694	KWMTBOMO07694	KWMTBOMO07694.mrna1						
Interval_9819	chr15	6767685	6768837	+	0		promoter-TSS (KWMTBOMO08868)	-promoter-TSS (KWMTBOMO08868)	-315	KWMTBOMO08868	KWMTBOMO08868	KWMTBOMO08868.mrna1						
Interval_2872	chr11	7357201	7358082	+	0		promoter-TSS (KWMTBOMO06450)	-promoter-TSS (KWMTBOMO06450)	-10	KWMTBOMO06450	KWMTBOMO06450	KWMTBOMO06450.mrna1						
Interval_19740	chr20	11939551	11940296	+	0		promoter-TSS (KWMTBOMO12312)	-promoter-TSS (KWMTBOMO12312)	99	KWMTBOMO12312	KWMTBOMO12312	KWMTBOMO12312.mrna1						
Interval_14437	chr18	1806100	1807417	+	0		intron (KWMTBOMO10730, intron 1 of 3)	-intron (KWMTBOMO10730, intron 1 of 3)	2879	KWMTBOMO10730	KWMTBOMO10730	KWMTBOMO10730.mrna1						
Interval_22578	chr22	12463703	12464613	+	0		Intergenic	Intergenic	95978	KWMTBOMO13271	KWMTBOMO13271	KWMTBOMO13271.mrna1						
Interval_38621	chr6	16600268	16600884	+	0		Intergenic	Intergenic	8357	KWMTBOMO03715	KWMTBOMO03715	KWMTBOMO03715.mrna1						
Interval_34040	chr4	8459123	8459932	+	0		promoter-TSS (KWMTBOMO01950)	-promoter-TSS (KWMTBOMO01950)	-221	KWMTBOMO01950	KWMTBOMO01950	KWMTBOMO01950.mrna1						
Interval_42250	chr9	1404138	1406271	+	0		promoter-TSS (KWMTBOMO04910)	-promoter-TSS (KWMTBOMO04910)	-906	KWMTBOMO04910	KWMTBOMO04910	KWMTBOMO04910.mrna1						
Interval_17320	chr19	12970856	12971565	+	0		promoter-TSS (KWMTBOMO11733)	-promoter-TSS (KWMTBOMO11733)	-187	KWMTBOMO11733	KWMTBOMO11733	KWMTBOMO11733.mrna1						
Interval_754	chr10	4279790	4281182	+	0		promoter-TSS (KWMTBOMO05528)	-promoter-TSS (KWMTBOMO05528)	-379	KWMTBOMO05528	KWMTBOMO05528	KWMTBOMO05528.mrna1						
